SS,CNN,AMSimplex,RLSimplex
84.3193531,65.07349014,172.9573847,132.4086189
87.0847702,79.10561562,100.9163857,142.1513557
82.84807205,83.12821388,161.5804672,123.3224869
81.189394,83.52041245,81.18891716,117.1138096
85.8206749,89.73073959,102.1125317,133.2602501
81.23159409,79.70619202,110.9862328,137.1545792
82.43846893,75.68407059,101.6659737,130.3365231
86.46178246,85.0713253,88.25802803,102.4494171
82.57770538,105.3860188,110.8839512,70.72067261
84.65576172,102.7457714,100.6016731,112.8537369
82.07035065,93.75905991,134.5112324,127.6428699
85.03580093,128.2634735,158.8759422,63.6909008
81.74967766,79.6084404,153.4862041,79.25891876
81.55179024,82.3738575,176.8193245,54.17537689
88.10305595,81.42590523,104.3660641,68.82214546
84.68985558,87.30149269,104.2845249,68.41826439
81.6385746,87.69989014,167.7629948,64.13245201
87.32843399,86.46154404,129.543066,69.3666935
85.29424667,69.81539726,87.22066879,61.25259399
85.46924591,85.22963524,130.0158501,106.8863869
87.94617653,92.58580208,88.0010128,132.5213909
84.46764946,63.43054771,107.7260971,134.2692375
84.02562141,81.8259716,137.4926567,131.0002804
85.54768562,91.73083305,128.7164688,136.7111206
88.3231163,81.76732063,139.3508911,129.0755272
84.41543579,84.58614349,130.7849884,130.8951378
83.81962776,56.87689781,125.3055573,143.709898
86.75670624,78.0134201,97.92256355,124.6502399
81.27331734,88.3500576,111.8569374,141.6187286
84.50055122,80.18994331,121.9017506,126.3458729
86.76362038,83.76049995,152.592659,137.9988194
84.50770378,82.82494545,143.5961723,146.6338634
83.9138031,54.17323112,79.7932148,115.7531738
83.30178261,129.2169094,105.3614616,137.7396584
88.20295334,82.15332031,154.3750763,125.3299713
83.04238319,80.35802841,136.5134716,135.5373859
82.40175247,82.58509636,133.8956356,135.5884075
86.12275124,80.94596863,131.8695545,128.8957596
